40 ':' 1537871409741 1537871409584 157
40 ':' 1537871413366 1537871413092 274
40 ':' 1537871416478 1537871416380 98
40 ':' 1537871419868 1537871419730 138
40 ':' 1537871423113 1537871422835 278
40 ':' 1537871426787 1537871426502 285
40 ':' 1537871429975 1537871429751 224
40 ':' 1537871433158 1537871432979 179
50 ':' 1537871437498 1537871437452 46
50 ':' 1537871440646 1537871440503 143
50 ':' 1537871444018 1537871443933 85
50 ':' 1537871447042 1537871447020 22
50 ':' 1537871450647 1537871450311 336
50 ':' 1537871453749 1537871453648 101
50 ':' 1537871457362 1537871457067 295
50 ':' 1537871460380 1537871460330 50
50 ':' 1537871463433 1537871463383 50
50 ':' 1537871467309 1537871466436 873
50 ':' 1537871471041 1537871470753 288
50 ':' 1537871474526 1537871474342 184
50 ':' 1537871477665 1537871477529 136
50 ':' 1537871480812 1537871480626 186
50 ':' 1537871484304 1537871483816 488
50 ':' 1537871488067 1537871487589 478
50 ':' 1537871491406 1537871491347 59
50 ':' 1537871495230 1537871494409 821
50 ':' 1537871499033 1537871498524 509
50 ':' 1537871502262 1537871502034 228
60 ':' 1537871505768 1537871505719 49
60 ':' 1537871508915 1537871508771 144
60 ':' 1537871513250 1537871512216 1034
60 ':' 1537871516608 1537871516528 80
60 ':' 1537871520052 1537871519611 441
60 ':' 1537871523700 1537871523319 381
60 ':' 1537871527054 1537871526985 69
60 ':' 1537871531036 1537871530057 979
60 ':' 1537871534477 1537871534340 137
60 ':' 1537871537684 1537871537478 206
60 ':' 1537871540769 1537871540632 137
60 ':' 1537871544117 1537871543775 342
60 ':' 1537871547712 1537871547425 287
60 ':' 1537871550942 1537871550730 212
60 ':' 1537871554048 1537871553896 152
60 ':' 1537871557800 1537871557056 744
60 ':' 1537871561357 1537871561096 261
60 ':' 1537871564844 1537871564665 179
60 ':' 1537871568098 1537871567845 253
60 ':' 1537871571459 1537871571100 359
70 ':' 1537871575302 1537871575245 57
70 ':' 1537871578408 1537871578304 104
70 ':' 1537871581579 1537871581411 168
70 ':' 1537871585860 1537871584586 1274
70 ':' 1537871589568 1537871589159 409
70 ':' 1537871593083 1537871592891 192
70 ':' 1537871596425 1537871596085 340
70 ':' 1537871599577 1537871599427 150
70 ':' 1537871603270 1537871602848 422
70 ':' 1537871606830 1537871606567 263
70 ':' 1537871609922 1537871609833 89
70 ':' 1537871613260 1537871613196 64
70 ':' 1537871617598 1537871616646 952
70 ':' 1537871621175 1537871620916 259
70 ':' 1537871624727 1537871624471 256
70 ':' 1537871627993 1537871627698 295
70 ':' 1537871631973 1537871630998 975
70 ':' 1537871635710 1537871635264 446
70 ':' 1537871639368 1537871639031 337
70 ':' 1537871642360 1537871642317 43
80 ':' 1537871646543 1537871646486 57
80 ':' 1537871651168 1537871649547 1621
80 ':' 1537871654774 1537871654463 311
80 ':' 1537871658235 1537871657778 457
80 ':' 1537871661764 1537871661538 226
80 ':' 1537871665412 1537871665057 355
80 ':' 1537871669181 1537871668772 409
80 ':' 1537871672536 1537871672490 46
80 ':' 1537871676418 1537871675809 609
80 ':' 1537871680441 1537871679719 722
80 ':' 1537871683804 1537871683752 52
80 ':' 1537871687141 1537871687116 25
80 ':' 1537871691695 1537871690412 1283
80 ':' 1537871695288 1537871694991 297
80 ':' 1537871698313 1537871698289 24
80 ':' 1537871701879 1537871701630 249
80 ':' 1537871705588 1537871705177 411
80 ':' 1537871709107 1537871708901 206
80 ':' 1537871712709 1537871712435 274
80 ':' 1537871716385 1537871716030 355
90 ':' 1537871719947 1537871719852 95
90 ':' 1537871723958 1537871722915 1043
90 ':' 1537871727550 1537871727272 278
90 ':' 1537871730749 1537871730551 198
90 ':' 1537871734032 1537871733753 279
90 ':' 1537871738472 1537871737359 1113
90 ':' 1537871742011 1537871741820 191
90 ':' 1537871745372 1537871745338 34
90 ':' 1537871749015 1537871748698 317
90 ':' 1537871753437 1537871751971 1466
90 ':' 1537871756934 1537871756757 177
90 ':' 1537871760277 1537871760237 40
90 ':' 1537871763799 1537871763560 239
90 ':' 1537871767624 1537871767095 529
90 ':' 1537871771158 1537871770954 204
90 ':' 1537871774528 1537871774495 33
90 ':' 1537871778008 1537871777881 127
90 ':' 1537871781728 1537871781359 369
90 ':' 1537871786226 1537871785043 1183
90 ':' 1537871790475 1537871789551 924
100 ':' 1537871795508 1537871795359 149
100 ':' 1537871800054 1537871798447 1607
100 ':' 1537871804229 1537871803410 819
100 ':' 1537871807505 1537871807229 276
100 ':' 1537871813524 1537871810904 2620
100 ':' 1537871817702 1537871816561 1141
100 ':' 1537871821052 1537871820724 328
100 ':' 1537871825071 1537871824419 652
100 ':' 1537871830056 1537871828076 1980
100 ':' 1537871833691 1537871833100 591
100 ':' 1537871837314 1537871836695 619
100 ':' 1537871840951 1537871840318 633
100 ':' 1537871845294 1537871843964 1330
100 ':' 1537871849147 1537871848323 824
100 ':' 1537871852467 1537871852178 289
100 ':' 1537871856112 1537871855823 289
100 ':' 1537871861361 1537871859866 1495
100 ':' 1537871866156 1537871864438 1718
100 ':' 1537871870943 1537871869211 1732
100 ':' 1537871876254 1537871873999 2255
